target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,12000,0,0,2,0.9828181004,37.375342466,3.8602739726,0,0,2.5369863014,71192
0,2NDFL,advanced,,27501,0,0,1,0.2496639785,52.580544951,35.065753425,1,1,7.4164383562,71194
0,OTHER,elementary,,45000,0,0,,,29.632876712,3.3315068493,,,3.2520547945,71195
0,OTHER,elementary,Corporate,60000,0,1,0,6.8288082437,25.633692642,1.2884871622,0,0,4.7542405869,71196
0,OTHER,elementary,Corporate,72998,0,1,0,,35.087671233,14.904109589,0,0,9.8493150685,71197
0,2NDFL,elementary,,20832,0,0,,,32.063013699,1.5986226514,,,11.282191781,71207
0,OTHER,beginner,Corporate,47019,0,1,0,6.8225358423,31.089692342,6.1773635751,0,0,3.3606557377,71210
0,OTHER,elementary,Corporate,47038,0,1,0,,26.893150685,4.2737405494,0,0,6.8219178082,71211
0,OTHER,advanced,,55000,0,0,,,54.860273973,1.2952017367,,,9.6667864361,71212
0,OTHER,advanced,Corporate,35518,0,1,,,32.717808219,4.4410958904,,,10.230136986,71215
0,OTHER,elementary,Corporate,67827,0,1,0,10.211895161,37.819178082,1.7178082192,0,0,3.6109589041,71219
0,2NDFL,elementary,,111631,0,0,0,,47.857923497,29.338124111,0,0,2.7819597275,71220
0,2NDFL,elementary,,40218,0,0,0,50.153539427,54.289871996,21.035077476,,,7.587431694,71227
0,OTHER,elementary,,120000,0,0,0,12.178046595,48.7603638,0.2931506849,1,1,3.5150684932,71232
0,OTHER,elementary,,120000,0,0,0,12.178046595,48.7603638,0.2931506849,1,1,3.5150684932,71233
0,2NDFL,elementary,,25263,0,0,0,8.8559587814,26.397260274,2.0657534247,1,1,6.304109589,71234
0,OTHER,elementary,,37000,0,0,,,46.145205479,0.4464630586,,,1.1131297253,71235
0,OTHER,elementary,Corporate,141377,0,1,1,0.7267249104,42.58630137,17.44109589,0,0,9.5780821918,71241
0,OTHER,advanced,,80000,0,0,,,50.504109589,7.4054794521,,,5.4410958904,71243
0,OTHER,elementary,Corporate,48202,0,1,1,0.3760752688,28,1.8044090127,0,0,7.3167377798,71246
0,OTHER,elementary,,50000,0,0,0,0.4404121864,51.923287671,10.293150685,0,0,6.3260273973,71247
0,OTHER,elementary,,80000,0,0,0,11.247244624,56.010958904,6.0356164384,0,0,11.002739726,71250
0,OTHER,elementary,Corporate,30383,0,1,0,0.6991935484,46.063013699,6.1479452055,0,0,1.0142974774,71251
0,OTHER,advanced,Corporate,45660,0,1,2,0.9268817204,25.090410959,1.6684931507,0,0,3.3315068493,71258
0,OTHER,elementary,,50000,0,0,,,31.471232877,1.0410958904,,,10.616438356,71263
0,2NDFL,elementary,,20038,0,0,,,52.024657534,23.032876712,,,6.9945205479,71264
0,OTHER,beginner,Corporate,35000,0,0,,,26.528767123,0.5691893106,,,6.2328767123,71266
0,OTHER,elementary,,30000,0,0,2,0.7007840502,27.17260274,6.4438356164,0,0,5.9808219178,71273
0,OTHER,elementary,,50000,0,0,0,3.3145833333,32.594206153,8.8127853881,1,1,10.21369863,71274
0,OTHER,advanced,Corporate,61693,0,1,,,37.154315443,2.3945205479,,,10.304109589,71284
0,OTHER,elementary,,80000,0,0,0,25.736626344,39.04109589,1.0641515083,1,1,11.498630137,71288
0,2NDFL,advanced,,35994,0,0,2,1.0514784946,25.230616064,5.0333557901,0,0,5.0881503107,71297
0,2NDFL,elementary,,32371,0,0,0,11.054502688,42.097028221,2.7819597275,0,0,10.105247399,71301
0,OTHER,elementary,Corporate,625440,0,1,0,4.8328181004,45.061913317,6.498630137,1,2,0.0191780822,71304
0,OTHER,high,,100000,0,0,1,1,31.527322404,1.7249569579,0,0,9.5660528483,71307
0,2NDFL,beginner,,36773,0,0,,,34.745205479,10.397260274,,,9.695890411,71309
0,OTHER,elementary,Corporate,33659,0,1,2,0.4405241935,46.328767123,2.7232876712,1,1,1.2281907328,71312
0,OTHER,elementary,Corporate,81429,0,1,1,0.5376792115,30.698630137,4.9358410061,1,1,10.419178082,71313
0,OTHER,elementary,,70000,0,0,1,0.9568772401,33.676712329,12.02739726,0,0,10.57260274,71315
0,2NDFL,elementary,,,0,1,0,41.501769713,29.566052848,0.3661202186,,,9.5194775058,71318
0,OTHER,elementary,VIP,250000,0,0,0,15.605846774,35.795081967,2.5492476982,2,2,10.508151808,71327
0,OTHER,advanced,Corporate,37149,0,1,0,-1.490613799,25.354263044,1.6602739726,1,1,1.8493150685,71329
0,OTHER,elementary,,110000,0,0,0,0.704233871,38.900299424,8.3032786885,0,0,9.1633131222,71332
0,OTHER,advanced,Corporate,25000,0,0,0,3.1159050179,37.574077401,2.7905157572,0,0,7.8579234973,71338
0,OTHER,elementary,Corporate,41840,0,1,0,2.5737455197,31.367123288,11.232876712,0,0,4.1835616438,71339
0,OTHER,elementary,Corporate,41840,0,1,0,2.5737455197,31.367123288,11.232876712,0,0,4.1835616438,71341
0,OTHER,elementary,Corporate,140000,0,1,1,0.2428315412,38.093959129,8.9569728273,0,0,13.23094543,71346
0,OTHER,elementary,Corporate,39907,0,1,0,17.636917563,30.487993113,0.2841530055,0,0,9.0222396886,71352
0,OTHER,advanced,Corporate,35190,0,1,1,0.6304659498,31.896174863,7.5484242833,0,0,9.5922598997,71356
0,OTHER,elementary,,60000,0,0,,,31.345205479,3.3232876712,,,5.9068493151,71357
0,2NDFL,beginner,,107068,0,0,0,2.5344310036,35.293472565,11.468815031,0,0,11.263335579,71360
0,2NDFL,beginner,,107068,0,0,0,2.5344310036,35.293472565,11.468815031,0,0,11.263335579,71361
0,2NDFL,elementary,,66555,0,0,1,1.4403449821,48.027322404,9.7934501085,0,0,2.9194775058,71387
0,2NDFL,advanced,,20294,0,0,2,0.4430107527,25.032000898,2.8950145969,0,0,4.9525488435,71402
0,OTHER,high,,33000,0,0,1,0.6983870968,35.2,1.052429074,0,0,4.7054345385,71405
0,OTHER,elementary,Corporate,39875,0,1,0,1,25.773418669,0.6147540984,0,0,5.5953364773,71409
0,OTHER,elementary,Corporate,59568,0,1,0,0.8597894265,33.512328767,13.698630137,0,0,10.534246575,71413
0,OTHER,advanced,,25000,0,0,,,42.320547945,1.5232876712,,,0.0520547945,71414
0,OTHER,elementary,Corporate,84932,0,1,1,0.6707885305,28.981570477,1.8273972603,0,0,8.4405868703,71417
0,2NDFL,advanced,,27833,0,0,1,-0.489784946,53.414372333,16.723115503,3,3,8.2191780822,71428
0,2NDFL,advanced,,66728,0,0,0,62.508512545,35.564383562,5.8082191781,,,11.956164384,71432
0,OTHER,elementary,,45000,0,0,1,0.5645385305,37.306849315,7.5369863014,0,0,12.052054795,71434
0,OTHER,advanced,Corporate,36651,0,1,0,7.9915322581,33.252054795,3.7753424658,0,0,10.189041096,71437
0,OTHER,elementary,,30000,0,0,0,-0.498678315,41.969863014,2.4136986301,1,1,10.126027397,71438
0,2NDFL,advanced,,32999,0,0,,,54.178082192,16.123287671,,,8.3342465753,71443
0,OTHER,advanced,,30000,0,0,,,39.671232877,17.764383562,,,10.534246575,71451
0,OTHER,advanced,Corporate,32155,0,0,0,4.9536514337,31.394520548,6.4493150685,1,1,11.046575342,71453
0,2NDFL,elementary,,25544,0,0,0,28.342473118,56.355415825,0.2488584475,0,0,11.284931507,71458
0,OTHER,advanced,Corporate,12019,0,1,,,39.356164384,0.3579908676,,,12.347061906,71468
0,OTHER,elementary,,95000,0,0,0,21.371662186,34.079452055,3.2739726027,2,2,9.6767123288,71477
0,OTHER,advanced,,30000,0,0,1,1.117562724,35.216438356,5.4273972603,0,0,9.2330413953,71482
0,OTHER,advanced,Corporate,47634,0,1,1,0.9855734767,35.524253312,3.5461711206,,,1.0256231754,71489
0,OTHER,high,Corporate,27950,0,1,1,0.666218638,25.119110712,3.893442623,0,0,4.9108915338,71492
0,OTHER,elementary,Corporate,35105,0,1,1,1.2471102151,55.04096115,19.382513661,0,0,2.9341118347,71497
0,OTHER,elementary,,70000,0,0,1,0.9578853047,28.646440602,3.5519125683,0,0,4.9231529306,71499
0,2NDFL,advanced,,39024,0,0,1,0.8626344086,33.175342466,4.3883524216,0,0,10.479452055,71503
0,2NDFL,advanced,,39024,0,0,1,0.8626344086,33.175342466,4.3883524216,0,0,10.479452055,71504
0,2NDFL,beginner,,103604,0,0,0,5.8259856631,34.329246201,16.243169399,0,0,12.355191257,71509
0,OTHER,elementary,Corporate,69295,0,1,0,7.3387096774,42.833670185,12.128415301,0,0,10.625451007,71517
0,2NDFL,beginner,,33669,0,0,0,16.89327957,25.771337675,1.072707538,,,5.7466801407,71521
0,OTHER,elementary,,85000,0,0,1,1.0870743728,41.882191781,7.3561643836,0,0,8.46499738,71523
0,OTHER,elementary,Corporate,27854,0,1,,,38.123287671,0.4739726027,,,10.254794521,71534
0,OTHER,elementary,,120000,0,0,4,0.9272625448,39.136986301,4.0219178082,1,1,9.4054794521,71539
0,2NDFL,elementary,VIP,313424,0,1,,,38.356486264,14.797582154,,,12.581967213,71542
0,OTHER,elementary,Corporate,26198,0,1,,,51.479452055,18.564383562,,,6.3534246575,71544
0,OTHER,elementary,Corporate,73016,0,1,2,0.3148969534,26.434545999,1.3550939442,0,0,6.2729021633,71554
0,OTHER,elementary,,60000,0,0,0,0.411312724,26.210958904,1.5561643836,0,0,5.9835616438,71566
0,OTHER,elementary,,40000,0,0,,,40.202739726,14.95890411,,,15.104109589,71568
0,OTHER,elementary,Corporate,26307,0,1,0,54.249148746,34.772767423,0.4344262295,0,0,11.570027697,71570
0,OTHER,elementary,Corporate,59584,0,1,1,0.2495519713,40.331402051,15.046575342,2,2,10.945205479,71572
0,OTHER,elementary,Corporate,92111,0,1,0,0.2139336918,36.005464481,4.86930908,0,0,10.570678943,71579
0,OTHER,elementary,Corporate,92111,0,1,0,0.2139336918,36.005464481,4.86930908,0,0,10.570678943,71580
0,OTHER,elementary,Corporate,182877,0,1,0,5.5742607527,31.983561644,1.7342465753,0,0,10.630136986,71581
0,OTHER,elementary,Corporate,71709,0,1,0,72.629749104,38.656463807,0.5194775058,0,0,8.5057788757,71587
0,2NDFL,beginner,,,0,1,,,30.428205704,1.2775207725,,,6.8364248821,71591
0,OTHER,advanced,Corporate,22729,0,1,0,,41.825623175,1.2776779699,0,0,9.3790478329,71599
0,OTHER,elementary,Corporate,145469,0,1,1,0.2437724014,32.424111086,2.4843850588,0,0,6.4158919081,71602
0,OTHER,elementary,Corporate,57921,0,1,0,7.4022849462,49.268493151,3.6493150685,1,1,4.1942136387,71605
0,OTHER,elementary,Corporate,77790,0,1,,,40.482191781,15.356164384,,,10.978082192,71607
0,2NDFL,elementary,,,0,1,0,0.2825268817,33.762946328,7.6338797814,0,0,9.5602066023,71610
0,OTHER,elementary,,120000,0,0,1,0.2448252688,52.33664945,4.0956284153,0,0,6.1311699978,71613
0,OTHER,elementary,Corporate,101917,0,1,2,0.732594086,31.589041096,4.8341342915,0,0,8.6264840183,71623
0,OTHER,elementary,Corporate,36508,0,1,,,50.432876712,6.8849315068,,,5.3098510368,71624
0,OTHER,beginner,Corporate,40605,0,1,1,1.7921146953,49.074286998,2.5564787784,2,3,3.7290815181,71629
0,OTHER,advanced,Corporate,22798,1,1,,,34.546507972,8.6917134516,,,10.250617561,71640
0,OTHER,elementary,Corporate,59549,0,1,2,1.0783378136,25.687671233,2.6109589041,0,0,5.4575342466,71645
0,OTHER,elementary,Corporate,154933,0,1,0,0.8572804659,31.849726776,0.5546448087,0,0,10.447713152,71649
0,OTHER,elementary,Corporate,82660,0,1,0,0.796953405,27.559712553,1.4117673479,0,0,7.1925892657,71654
0,OTHER,advanced,,45000,0,0,2,1.1826836918,51.6,8.9974923273,0,0,6.5808219178,71657
0,OTHER,advanced,,85000,0,0,0,24.277441756,38.410958904,12.996347032,1,1,13.709589041,71663
0,2NDFL,elementary,,34338,0,0,1,3.7325044803,33.867055917,5.5437682461,0,0,9.2150011228,71671
0,2NDFL,advanced,,46933,0,0,0,0.4748879928,40.134246575,2.0931506849,0,0,9.9315068493,71672
0,OTHER,elementary,Corporate,48519,0,1,1,0.8956765233,30.612261397,3.8579234973,1,1,9.0259600269,71677
0,OTHER,elementary,Corporate,21164,0,1,,,26.334246575,1.1101729171,,,0.2273972603,71678
0,OTHER,elementary,Corporate,45000,0,1,0,,27.84109589,0.5985852234,0,0,7.3369863014,71680
0,2NDFL,elementary,,57598,0,0,0,20,50.934246575,17.668493151,1,1,5.7835616438,71682
0,2NDFL,elementary,,20507,0,0,1,1.2186827957,26.718946029,0.8942884946,0,0,2.9189460289,71688
0,OTHER,advanced,Corporate,47958,0,1,0,58.278382616,33.452234449,13.0232727,1,1,9.9178082192,71699
0,OTHER,elementary,Corporate,173718,0,1,,,44.093150685,0.5637248297,,,10.019178082,71702
0,2NDFL,elementary,,104400,0,0,,,35.44109589,3.8904109589,,,12.380821918,71703
0,OTHER,elementary,Corporate,30240,0,1,1,0.5326612903,31.994520548,9.8821917808,0,0,9.3123287671,71709
0,OTHER,elementary,Corporate,52673,0,1,2,0.4998879928,32.874960701,2.8164383562,0,0,9.9589041096,71720
0,OTHER,elementary,Corporate,65310,0,1,,,26.309589041,1.5808219178,,,6.0602739726,71726
0,OTHER,advanced,Corporate,28209,0,1,0,,29.734246575,5.0909648926,0,0,4.9516206303,71735
0,OTHER,elementary,,32000,0,0,0,13.594041219,41.290410959,1.0278463957,0,0,9.2493150685,71740
0,OTHER,advanced,Corporate,35000,0,1,,,26.950684932,0.8236245228,,,6.6876712329,71742
0,2NDFL,elementary,,39216,0,0,,,28.678381615,5.4290665469,,,3.2948199716,71744
0,OTHER,advanced,Corporate,34791,0,1,0,,32.949966315,5.1773635751,0,0,8.3170896025,71746
0,2NDFL,advanced,,21606,0,0,0,47.634789427,52.973239015,4.7131147541,,,7.9262295082,71747
0,OTHER,high,,34800,0,0,,,30.117808219,4.6158619657,,,10.112328767,71756
0,2NDFL,advanced,Corporate,14744,0,1,0,,35.467213115,7.0736357512,,,10.462676847,71758
0,OTHER,elementary,Corporate,39699,0,1,,,25.704109589,1.1158619657,,,5.5589041096,71762
0,2NDFL,elementary,,181031,0,0,,,34.506849315,5.4054794521,,,11.923287671,71765
0,OTHER,elementary,VIP,300000,0,0,1,0.4370743728,54.616438356,1.6082191781,1,1,9.5753424658,71767
0,OTHER,elementary,VIP,300000,0,0,1,0.4370743728,54.616438356,1.6082191781,1,1,9.5753424658,71768
0,OTHER,elementary,,75000,0,0,0,2.4729166667,40.538895127,3.9890410959,1,1,9.4904109589,71770
0,OTHER,elementary,,75000,0,0,0,2.4729166667,40.538895127,3.9890410959,1,1,9.4904109589,71771
0,OTHER,elementary,Corporate,83611,0,1,0,51.567921147,31.969945355,4.6475409836,0,0,6.6913766,71772
0,OTHER,elementary,Corporate,36281,0,1,2,0.2782258065,29.438221424,4.7204132046,0,0,7.7759562842,71777
0,OTHER,elementary,,40000,0,0,,,30.449315068,3.3178082192,,,8.2821917808,71780
0,OTHER,advanced,,120000,0,0,1,1.2422267025,50.57856127,6.5374653791,0,0,5.4497941463,71795
0,OTHER,elementary,Corporate,24064,0,1,,,38.798734935,9.2096938394,,,9.4672280859,71796
0,2NDFL,elementary,,47891,0,0,0,4.4409722222,31.14102852,7.1958230406,1,1,8.8917134516,71797
0,2NDFL,elementary,,16347,0,0,,,31.219178082,1.9534246575,,,10.284931507,71802
0,OTHER,high,Corporate,28500,0,1,,,26.879452055,7.9232876712,,,6.0931506849,71806
0,2NDFL,advanced,,53464,0,0,,,49.517808219,3.2273972603,,,4.512149113,71807
0,OTHER,elementary,Corporate,27000,0,0,0,0.8935259857,25.00595853,0.650273224,0,0,4.9484242833,71809
0,OTHER,elementary,Corporate,39150,0,1,,,27.84109589,0.8289767198,,,7.7616438356,71813
0,OTHER,elementary,Corporate,30319,0,1,0,,27.896174863,0.8592035332,0,0,7.8524590164,71830
0,2NDFL,advanced,,39171,0,0,1,0.7959453405,45.976293136,2.5269780672,1,1,0.5218579235,71843
0,OTHER,elementary,Corporate,45424,0,1,,,53.734328917,7.7643835616,,,8.3753424658,71847
0,OTHER,advanced,,120000,0,0,2,0.5327732975,37.272026349,7.2328767123,1,1,12.194520548,71848
0,2NDFL,elementary,,45305,0,0,0,-0.495138889,35.654794521,12.993607306,1,1,8.8160116775,71852
0,OTHER,elementary,Corporate,90000,0,0,0,11.63046595,30.419814357,2.48008833,,,8.8609102478,71857
0,2NDFL,advanced,,35897,0,0,0,5.469265233,51.367437682,4.0519125683,0,0,5.923602066,71861
0,2NDFL,elementary,,40285,0,0,1,0.6675403226,56.532786885,13.145370162,0,0,8.1229508197,71874
0,OTHER,elementary,Corporate,54873,0,1,1,0.4772625448,30.808383861,1.9124934501,0,0,8.1612021858,71881
0,OTHER,elementary,,67000,0,0,0,0.5987007168,37.347061906,5.160760536,0,0,9.8758290291,71883
0,OTHER,elementary,Corporate,108014,0,1,0,10.500604839,38.830773261,10.767759563,0,0,10.154060933,71884
0,2NDFL,elementary,,,0,1,1,0.7325268817,28.106781945,6.1178082192,0,0,3.5479452055,71893
0,OTHER,elementary,,150000,0,0,0,50.821550179,35.378082192,4.8010704394,0,0,9.9945205479,71894
0,OTHER,elementary,Corporate,46675,1,1,,,25.694101355,2.406430122,,,5.6612246426,71914
0,OTHER,elementary,Corporate,103338,0,1,0,6.3730062724,40.723122988,0.8296803653,1,1,11.101369863,71915
0,OTHER,high,Corporate,37955,0,1,,,30.84109589,5.5397260274,,,10.567123288,71919
0,OTHER,elementary,Corporate,46311,0,1,3,0.7004704301,28.596144921,4.0273972603,0,0,1.4520547945,71923
0,OTHER,elementary,Corporate,60211,0,1,,,41.103390972,3.6912568306,,,11.02941837,71924
0,2NDFL,elementary,,73950,0,0,0,31.537387993,33.643835616,0.4598173516,0,0,9.7945205479,71927
0,2NDFL,elementary,,35824,0,0,0,39.890882616,27.362452279,1.5651920054,0,0,7.2172467999,71931
0,OTHER,advanced,,18000,0,0,,,46.037285725,5.7852309305,,,1.0016692866,71933
0,2NDFL,advanced,,13464,0,0,0,,45.952354218,7.9754098361,1,1,0.8564638072,71934
0,OTHER,advanced,,52250,0,0,0,0.2435035842,28.240437158,5.9465004866,0,0,4.7738977468,71936
0,OTHER,elementary,,126555,0,0,,,45.162085485,2.1643835616,,,0.0712328767,71941
0,OTHER,elementary,,72623,0,0,1,2.7606854839,34.991780822,2.9397260274,1,1,10.526027397,71944
0,OTHER,elementary,Corporate,42798,0,1,0,5.2480286738,27.090890037,2.9100681189,0,0,6.1429448312,71949
0,OTHER,elementary,Corporate,42798,0,1,0,5.2480286738,27.090890037,2.9100681189,0,0,6.1429448312,71950
0,OTHER,elementary,,100000,0,0,1,1.1814292115,33.997260274,1.1287671233,0,0,11.84109589,71951
0,OTHER,advanced,,30000,0,0,0,0.3128808244,39.87431694,4.8321580957,0,0,7.9153005464,71952
0,OTHER,advanced,,80000,0,0,1,0.7330197133,30.630136986,0.1668912344,0,0,4.8116999775,71958
0,OTHER,elementary,Corporate,174207,0,1,0,12,39.046575342,6.3342465753,0,0,8.489295606,71960
0,OTHER,elementary,,35000,0,0,,,30.506849315,1.361673778,,,0.4654989146,71969
0,OTHER,advanced,Corporate,27459,0,1,,,32.943730818,0.9901789056,,,11.884931507,71970
0,OTHER,elementary,,60000,0,0,2,0.9572356631,32.820847369,8.3579234973,0,0,9.1770117524,71973
0,OTHER,elementary,,100000,0,0,,,34.701369863,2.1260273973,,,11.761643836,71974
0,OTHER,advanced,Corporate,26718,0,1,1,0.2808243728,35.389041096,7.4164383562,0,0,10.315068493,71975
0,2NDFL,elementary,,28512,0,0,0,12,34.101369863,10.504109589,0,0,0.2547945205,71982
0,OTHER,elementary,,40000,0,0,0,7.2522849462,31.192102702,4.718579235,0,0,8.7868852459,71988
0,OTHER,elementary,Corporate,32188,0,1,1,1.1848566308,30.178082192,5.5755745191,1,1,9.898630137,71991
0,2NDFL,elementary,,52480,0,0,1,0.57515681,26.035616438,1.5890410959,0,0,5.1892207501,72001
0,OTHER,elementary,,38000,0,0,0,3.3407706093,26.41040497,1.36930908,0,0,6.2925967513,72007
0,OTHER,elementary,VIP,375591,0,1,1,1.2752688172,39.326184595,16.579234973,0,0,8.5245901639,72010
0,OTHER,advanced,Corporate,24157,0,1,,,36.156164384,2.5452054795,,,12.15890411,72016
0,OTHER,elementary,Corporate,45573,0,1,0,0.5728494624,33.621917808,1.3123287671,0,0,12.981390823,72018
0,2NDFL,beginner,,52948,0,0,0,59.95530914,33.022396886,2.2415749682,0,0,9.5949996257,72021
0,2NDFL,advanced,,16865,0,0,0,0.2731854839,40.524590164,0.5027322404,0,1,4.1256830601,72023
0,OTHER,elementary,Corporate,61301,0,1,2,0.7968189964,34.646575342,12.773740549,0,0,9.5342465753,72036
0,OTHER,elementary,Corporate,61301,0,1,2,0.7968189964,34.646575342,12.773740549,0,0,9.5342465753,72037
0,2NDFL,elementary,,73699,0,0,0,2,55.291713452,19.004042219,1,1,10.149247698,72039
0,OTHER,elementary,Corporate,33783,0,1,5,0.4764784946,28.084699454,1.9100681189,1,1,8.0601092896,72054
0,OTHER,elementary,Corporate,33783,0,1,5,0.4764784946,28.084699454,1.9100681189,1,1,8.0601092896,72055
0,OTHER,elementary,Corporate,24987,0,1,,,26.55890411,4.9954263044,,,5.9123287671,72057
0,2NDFL,elementary,,67132,0,0,0,0.9564516129,33.064308706,2.1492402126,0,0,10.445130624,72058
0,OTHER,high,Corporate,40842,0,1,0,0.5938172043,28.232240437,1.285403099,0,0,5.079923647,72065
0,OTHER,high,Corporate,40842,0,1,0,0.5938172043,28.232240437,1.285403099,0,0,5.079923647,72067
0,OTHER,elementary,Corporate,30529,0,1,0,2.2170026882,26.212261397,5.1958230406,0,0,6.0423983831,72069
0,2NDFL,elementary,,,0,1,2,1.0469086022,27.871584699,2.5353768995,0,0,7.6147540984,72076
0,OTHER,elementary,Corporate,13140,0,1,,,26.054794521,0.40215585,,,0.6098061232,72084
0,OTHER,beginner,Corporate,121540,0,1,1,0.2514112903,44.101369863,9.2084512314,1,1,7.8082191781,72090
0,OTHER,elementary,,60000,0,0,0,,27.453551913,0.8292462011,0,0,7.2128078449,72096
0,2NDFL,elementary,,470067,0,0,,,46.073972603,1.967355341,,,0.9890410959,72098
0,OTHER,elementary,Corporate,48057,0,1,0,33.992786738,27.68852459,0.3005464481,0,0,7.6393442623,72100
0,OTHER,elementary,,50000,0,0,0,10.734318996,33.843700876,8.8026049854,0,0,7.9344262295,72104
0,OTHER,beginner,,120000,0,0,0,0.3036290323,49.28636874,14.895890411,1,1,2.8712328767,72105
0,OTHER,elementary,Corporate,37917,0,1,0,19.892092294,35.873972603,8.1315068493,,,11.016438356,72106
0,OTHER,elementary,Corporate,55553,0,0,1,-0.241845878,46.947945205,14.153424658,1,1,1.9095890411,72118
0,2NDFL,advanced,,30584,0,0,0,0.6991263441,42.758185493,12.514349876,0,0,8.862295082,72119
0,OTHER,elementary,,209000,0,0,0,0.6027105735,51.762295082,5.7137959428,0,0,6.7411932031,72124
0,OTHER,elementary,Corporate,114830,0,1,0,0.4648969534,37.456456322,15.393442623,0,0,7.2893330339,72126
0,OTHER,advanced,Corporate,19017,0,1,0,52.089583333,27.759562842,0.6394939741,0,0,6.9052473988,72132
0,OTHER,elementary,,100000,0,0,0,31.98781362,33.539726027,9.3369863014,0,0,9.104109589,72135
0,OTHER,elementary,,40000,0,0,1,0.700828853,32.413212067,5.3671232877,0,0,6.9643835616,72156
0,2NDFL,elementary,Corporate,24824,0,1,0,29.537746416,51.698630137,0.3422262145,0,0,6.5780821918,72157
0,OTHER,elementary,,120000,0,0,0,,43.04109589,0.8338498391,2,2,9.5698630137,72162
0,OTHER,advanced,Corporate,43820,0,1,0,,47.058484917,1.9872520398,0,0,2.006430122,72166
0,OTHER,elementary,Corporate,34792,0,1,0,22.217517921,26.909589041,2.3589041096,0,0,6.7342465753,72171
0,2NDFL,advanced,,29106,0,0,0,0.3054659498,40.196953365,0.3362976271,0,0,0.6942211243,72176
0,OTHER,elementary,,50077,0,0,1,1.1781137993,34.504109589,0.4128003593,1,1,9.4849315068,72177
0,2NDFL,high,,64538,0,0,,,45.953424658,2.5095890411,,,0.8849315068,72182
0,OTHER,advanced,Corporate,34796,0,1,1,0.6352374552,35.699109215,1.5785612696,0,0,9.6470544202,72185
0,OTHER,elementary,,19000,0,0,1,0.405062724,52.035616438,0.402283105,0,0,1.1891683509,72190
0,OTHER,elementary,,60000,0,0,0,0.6905913978,30.052848267,0.4371584699,0,0,9.6309304589,72191
0,OTHER,elementary,Corporate,400000,0,1,2,0.5651209677,34.216438356,4.2356164384,0,0,12.194520548,72205
0,OTHER,elementary,Corporate,400000,0,1,2,0.5651209677,34.216438356,4.2356164384,0,0,12.194520548,72206
0,OTHER,elementary,Corporate,29398,0,1,0,0.4351926523,26.235616438,4.7244254809,0,1,6.095890411,72215
0,OTHER,elementary,Corporate,30000,0,1,1,0.7239695341,39.726775956,5.6429223744,0,0,8.4319634703,72217
0,OTHER,elementary,Corporate,35121,0,1,1,0.4648073477,27.653005464,1.7987274497,0,0,7.428864436,72222
0,OTHER,elementary,,70000,0,0,2,0.7948476703,29.164862639,2.3292462011,0,0,8.4480874317,72225
0,OTHER,advanced,Corporate,66659,0,0,1,0.3465277778,29.195793098,3.498630137,1,1,3.797260274,72229
0,OTHER,advanced,Corporate,66659,0,0,1,0.3465277778,29.195793098,3.498630137,1,1,3.797260274,72230
0,OTHER,elementary,,46491,0,1,,,43.454794521,1.2183696384,,,12.208219178,72239
0,2NDFL,advanced,,42830,0,0,1,1.2160394265,26.383561644,2.1287671233,1,1,6.2876712329,72248
0,OTHER,high,Corporate,36965,0,1,,,28.962115428,0.2431693989,,,6.3374578936,72249
0,OTHER,elementary,,120000,0,0,0,0.5034274194,46.523287671,3.2356164384,0,0,1.4520547945,72256
0,OTHER,elementary,,30000,0,0,,,48.53938169,3.5191256831,,,3.5136612022,72265
0,OTHER,elementary,Corporate,30765,0,1,1,4,26.104903062,0.4890710383,1,1,5.9898345685,72268
0,OTHER,advanced,Corporate,19433,0,1,2,0.8542786738,49.429583053,1.262459765,,,0.1229508197,72275
0,OTHER,advanced,Corporate,19433,0,1,2,0.8542786738,49.429583053,1.262459765,,,0.1229508197,72276
0,OTHER,elementary,Corporate,103471,0,1,1,0.5031810036,36.202739726,1.1925742945,1,1,11.189041096,72278
0,2NDFL,elementary,,24788,0,0,1,0.6040098566,28.306010929,2.2360955161,1,1,0.2404371585,72292
0,OTHER,advanced,,40000,0,0,1,0.5328405018,45.293667191,8.6488584475,1,1,0.2465753425,72294
0,OTHER,elementary,Corporate,73744,0,1,,,32.798839734,0.5228834494,,,8.2904109589,72296
0,OTHER,elementary,Corporate,86619,0,1,,,36.831604162,9.5603712853,,,10.330234299,72298
0,OTHER,advanced,Corporate,28161,0,1,,,36.640661726,0.3589041096,,,10.673972603,72308
0,OTHER,elementary,Corporate,78332,0,1,0,0.3066308244,28.694221124,4.3772812336,0,0,8.3909424358,72322
0,OTHER,advanced,Corporate,12178,0,1,0,16.89249552,40.992731492,18.653005464,0,0,9.5516356015,72328
0,OTHER,advanced,Corporate,37437,0,1,2,0.4714157706,34.934246575,1.5287671233,1,1,0.2377797739,72330
0,OTHER,advanced,Corporate,37437,0,1,2,0.4714157706,34.934246575,1.5287671233,1,1,0.2377797739,72332
0,OTHER,elementary,Corporate,119532,0,1,1,0.4729166667,40.284931507,5.0089976795,0,0,3.2054794521,72333
