target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,beginner,Corporate,33698,0,0,,,30.638356164,5.1525787858,,,2.9068493151,2862
0,OTHER,elementary,Corporate,150000,0,1,1,0.6315412186,35.945205479,7.2,0,0,11.095890411,2863
0,OTHER,elementary,Corporate,107918,0,1,,,38.087671233,3.1780821918,,,10.556164384,2866
0,2NDFL,advanced,,9235,0,0,0,30.662163978,26.756164384,6.701369863,0,0,6.4520547945,2870
0,OTHER,elementary,,34000,0,0,,,26.950684932,0.6431469421,,,6.8493150685,2871
0,2NDFL,high,,43244,0,0,1,2.282594086,25.417471368,1.4229508197,0,0,0.8832247923,2875
0,OTHER,high,Corporate,59784,0,1,,,25.430324126,1.2417995359,,,5.4221274047,2877
0,OTHER,advanced,,300000,0,0,,,43.931506849,0.6787633805,,,8.8782169324,2882
0,OTHER,advanced,,25000,0,0,0,2.7333333333,41.7827532,4.774534022,0,0,9.9252189535,2889
0,2NDFL,elementary,,41146,0,0,0,1.6357526882,30.395718242,0.4344262295,0,0,8.9710607081,2890
0,2NDFL,elementary,,154695,0,0,1,0.3154345878,33.768006587,1.039239464,1,1,5.0501983681,2894
0,2NDFL,elementary,,21729,0,0,0,,45.263013699,2.2547945205,0,0,0.0957930983,2917
0,OTHER,elementary,Corporate,39409,0,0,0,3.3791666667,31.15890411,8.753252489,1,1,10.97260274,2919
0,OTHER,elementary,Corporate,60633,0,1,1,1.1874551971,38.082191781,4.631731417,0,0,4.6973051875,2924
0,OTHER,elementary,,40000,0,0,1,0.569937276,31.449315068,8.6127853881,0,0,11.145205479,2925
0,OTHER,elementary,,50000,0,0,3,1.1122087814,35.797260274,4.9948499139,0,0,12.440205105,2927
0,2NDFL,elementary,,59416,0,0,0,38.631698029,29.62739726,5.9671232877,2,2,3.5479452055,2929
0,OTHER,elementary,Corporate,43631,0,1,1,0.4754704301,33.203772737,1.7654165731,0,0,6.0750056142,2930
0,OTHER,elementary,Corporate,43631,0,1,1,0.4754704301,33.203772737,1.7654165731,0,0,6.0750056142,2931
0,OTHER,advanced,Corporate,14756,0,1,,,40.72162587,0.4484018265,,,0.989385433,2933
0,OTHER,elementary,Corporate,67985,0,1,0,0.2863799283,34.49144397,11.461306984,0,0,10.565416573,2948
0,OTHER,elementary,Corporate,134356,0,1,1,0.4642697133,30.380821918,4.104109589,0,0,3.4684931507,2951
0,OTHER,elementary,Corporate,134356,0,1,1,0.4642697133,30.380821918,4.104109589,0,0,3.4684931507,2952
0,OTHER,elementary,Corporate,91023,0,1,0,0.3418010753,33.217156973,2.4911295756,1,1,10.891129576,2955
0,2NDFL,elementary,Corporate,121796,0,1,1,0.5993727599,33.839553859,2.5354442698,2,2,5.4066771465,2957
0,OTHER,elementary,Corporate,39244,0,1,1,0.7339157706,28.210382514,4.7471367617,0,0,4.0081967213,2961
0,OTHER,elementary,,49000,0,0,0,0.638328853,30.735129875,7.9781420765,0,0,9.7899243955,2964
0,OTHER,elementary,,90000,0,0,0,17.864628136,35.109589041,1.8904109589,1,1,10.117808219,2965
0,OTHER,advanced,,40000,0,0,,,32.197260274,2.5424657534,,,7.498630137,2969
0,OTHER,elementary,Corporate,60288,0,1,0,29.730645161,28.005464481,4.1038700502,0,0,7.456284153,2970
0,OTHER,advanced,,22000,0,0,1,0.3701612903,55.167123288,1.3643835616,0,0,9.3287671233,2977
0,OTHER,advanced,,22000,0,0,1,0.3701612903,55.167123288,1.3643835616,0,0,9.3287671233,2979
0,OTHER,elementary,,320000,0,0,0,,28.841530055,4.7923497268,0,0,8.5765027322,2980
0,OTHER,advanced,Corporate,18463,0,1,0,0.9822580645,32.092896175,1.2825660603,0,0,10.726401677,2986
0,OTHER,elementary,Corporate,75703,0,1,0,,25.615270604,1.1632158096,0,0,5.209791152,2987
0,OTHER,elementary,Corporate,79889,0,1,0,17.183534946,31.153424658,3.8739726027,1,1,10.380821918,2992
0,OTHER,beginner,,35000,0,0,,,30.304109589,1.3507972154,,,6.6109589041,2993
0,OTHER,elementary,,150000,0,0,,,30.871232877,0.6,,,10.380821918,2995
0,2NDFL,beginner,,104400,0,0,0,56.468324373,33.682274122,1.054876862,0,0,9.1781645333,3002
0,2NDFL,advanced,,17159,0,0,3,0.3708781362,40.927599371,15.012530878,1,1,10.483763755,3009
0,2NDFL,elementary,,53650,0,0,,,35.112328767,1.6082191781,,,11.646575342,3018
0,OTHER,advanced,,40000,0,0,0,17.921057348,50.991780822,4.4783067595,0,0,5.8465753425,3020
0,OTHER,advanced,,20000,0,0,1,0.8224014337,47.759562842,6.797222846,0,0,2.6684557227,3026
0,OTHER,elementary,Corporate,130000,0,0,1,0.6396057348,43.994520548,3.2136986301,0,0,5.2301369863,3028
0,OTHER,high,,12180,0,0,0,17.789112903,46.872430571,1.3162661876,0,0,0.8779100232,3030
0,OTHER,advanced,Corporate,52706,0,1,,,25.363575118,0.5169997754,,,5.3498764878,3033
0,OTHER,advanced,,60000,0,0,,,28.711370612,2.0328767123,,,8.1232876712,3040
0,OTHER,elementary,Corporate,59020,0,1,0,4.1876120072,48.133879781,3.7021857923,0,0,3.1195373905,3048
0,OTHER,advanced,Corporate,39973,0,1,2,0.7603494624,26.767123288,2.2493150685,2,2,5.1206602291,3049
0,2NDFL,advanced,,21596,0,0,,,32.750041171,1.1856576091,,,2.7938767872,3058
0,OTHER,elementary,,150000,0,0,2,0.7273521505,32.530054645,0.4453551913,0,1,7.4996631484,3064
0,OTHER,high,Corporate,44871,0,1,0,2.9865591398,29.726027397,5.2794520548,0,0,6.6712328767,3068
0,OTHER,elementary,Corporate,71274,0,1,0,0.865546595,27.912328767,5.4417770791,1,1,0.6493150685,3072
0,OTHER,elementary,Corporate,71274,0,1,0,0.865546595,27.912328767,5.4417770791,1,1,0.6493150685,3073
0,OTHER,beginner,Corporate,51203,0,1,1,0.4677867384,27.493150685,0.5575417322,0,0,5.000164683,3075
0,OTHER,beginner,Corporate,51203,0,1,1,0.4677867384,27.493150685,0.5575417322,0,0,5.000164683,3076
0,2NDFL,advanced,,15108,0,0,0,0.4691308244,37.716999775,0.374534022,0,0,11.344262295,3078
0,OTHER,elementary,Corporate,120876,0,1,0,0.6648521505,27.201033011,5.2941836964,0,0,7.154457669,3080
0,OTHER,advanced,Corporate,21956,0,1,1,0.4381496416,25.229695336,3.4945355191,0,0,4.9940788981,3082
0,OTHER,elementary,Corporate,81885,0,1,1,0.7882616487,28.25136612,6.4690470844,0,0,7.6937046186,3091
0,OTHER,elementary,Corporate,57009,0,1,,,26.226588817,1.0485066247,,,1.4402874467,3097
0,2NDFL,advanced,,23765,0,0,2,0.6318100358,44.726775956,5.6031140055,0,0,8.9976345535,3102
0,OTHER,advanced,,55000,0,0,1,1,44.383105023,6.5506849315,0,0,11.852054795,3105
0,OTHER,elementary,Corporate,41819,0,1,0,3.2486335125,25.787177184,0.4644808743,0,0,5.094026499,3109
0,OTHER,advanced,Corporate,38681,0,1,1,0.6983198925,35.41369863,0.5227037952,0,0,2.3397260274,3114
0,2NDFL,elementary,,149951,0,0,,,33.364548245,0.9437832173,,,12.019178082,3115
0,OTHER,elementary,,250000,0,0,1,0.3054659498,31.743169399,0.1256830601,0,0,10.888704244,3117
0,2NDFL,elementary,,32469,0,0,0,2.2714829749,37.920547945,13.961643836,,,7.4383561644,3118
0,OTHER,elementary,Corporate,207888,0,1,1,0.3077284946,29.266786436,8.6229508197,0,0,9.0613069841,3122
0,OTHER,elementary,Corporate,207888,0,1,1,0.3077284946,29.266786436,8.6229508197,0,0,9.0613069841,3123
0,OTHER,advanced,Corporate,31895,0,1,0,,36.747301445,2.1500411707,0,0,11.494535519,3125
0,OTHER,elementary,Corporate,92405,0,1,0,0.4450492832,45.603944906,6.4751777828,0,0,0.5163934426,3126
0,OTHER,elementary,Corporate,138245,0,0,1,4.1806675627,31.520547945,2.7506849315,1,2,10.715068493,3127
0,OTHER,advanced,Corporate,51605,0,1,0,0.7661290323,50.24165731,15.857923497,,,4.8526162138,3130
0,OTHER,elementary,Corporate,50025,0,1,1,2.5411738351,25.684287746,1.6870274721,0,0,5.6486713077,3133
0,2NDFL,elementary,,20803,0,0,1,0.6021953405,53.130009731,4.9168949772,1,1,7.9342465753,3138
0,OTHER,advanced,Corporate,46429,0,1,2,0.3454749104,34.82295082,4.4590163934,0,0,0.6640467101,3141
0,OTHER,elementary,Corporate,59178,0,1,1,2.2150985663,32.273224044,1.5178905607,1,1,9.3946028894,3142
0,2NDFL,elementary,,31313,0,0,,,55.939726027,2.5452054795,,,10.55890411,3143
0,OTHER,elementary,,40000,0,0,1,1.1152105735,39.906849315,16.279452055,0,0,11.832876712,3144
0,OTHER,elementary,,100000,0,0,1,0.2790098566,45.049943858,11.279452055,1,1,0.0328767123,3149
0,OTHER,elementary,Corporate,82292,0,1,,,42.454794521,1.7698630137,,,11.920547945,3153
0,2NDFL,elementary,,,0,1,,,32.962819073,5.4904109589,,,3.7260273973,3155
0,OTHER,advanced,Corporate,21764,0,1,0,21.537051971,38.21325698,3.1666666667,0,0,11.93989071,3158
0,OTHER,elementary,,120000,0,0,2,0.4097446237,30.952983008,0.4269556104,0,0,9.7584624598,3165
0,OTHER,advanced,,20000,0,0,0,28.176702509,49.123841605,0.6338797814,0,0,1.7649374953,3168
0,2NDFL,elementary,,,0,1,0,0.6074148746,25.85104424,0.9167976645,0,0,5.8099483494,3173
0,OTHER,elementary,Corporate,149214,0,1,,,38.090410959,6.3917808219,,,9.5835616438,3175
0,OTHER,elementary,Corporate,184121,0,1,0,0.5349910394,31.394520548,7.8328767123,1,1,2.7890410959,3182
0,OTHER,advanced,Corporate,22974,0,1,,,44.293150685,16.030136986,,,10.810958904,3184
0,OTHER,elementary,,100000,0,0,0,,39.893442623,4.0027322404,0,1,10.909349502,3185
0,2NDFL,elementary,,96000,0,0,1,1.1760752688,36.289617486,4.5935099933,0,0,3.1085784864,3186
0,2NDFL,elementary,,32645,0,0,0,18.594153226,55.972677596,7.9043715847,1,1,8.2595628415,3193
0,OTHER,advanced,,12000,0,0,0,7.1475806452,47.871584699,23.415300546,0,0,2.8318661576,3200
0,OTHER,elementary,Corporate,150412,0,1,0,,30.928325473,5.9091473913,0,0,8.9639419118,3202
0,OTHER,advanced,Corporate,24370,0,1,0,0.6923835125,32.448087432,2.5811961973,0,0,6.6058537316,3206
0,OTHER,elementary,Corporate,88710,0,1,1,1.1201612903,52.032786885,12.131147541,0,0,5.7142600494,3210
0,OTHER,elementary,,50000,0,0,0,1.0473342294,34.665753425,0.9823564638,1,1,10.216438356,3232
0,OTHER,elementary,,50000,0,0,0,1.0473342294,34.665753425,0.9823564638,1,1,10.216438356,3233
0,OTHER,elementary,Corporate,58054,0,1,0,0.3781810036,34.485013848,7.2220001497,,,8.0519125683,3241
0,2NDFL,elementary,,39464,0,0,2,0.8340501792,39.684931507,4.0136986301,0,0,9.3205479452,3245
0,OTHER,elementary,,44000,0,0,0,0.9859318996,43.15890411,22.476712329,0,0,13.066419642,3246
0,OTHER,elementary,Corporate,43521,0,1,0,0.3763664875,44.826229508,16.426229508,0,0,9.1221199192,3250
0,OTHER,advanced,Corporate,20880,0,1,,,45.519193053,0.4438356164,,,0.4876712329,3254
0,2NDFL,elementary,Corporate,58023,0,1,,,31.695890411,0.634471143,,,8.7437607605,3259
0,OTHER,elementary,Corporate,58881,0,1,1,1.2396505376,28.046575342,1.1135040048,1,1,7.9205479452,3269
0,OTHER,elementary,Corporate,47850,0,1,0,1.4732526882,27.702185792,1.2709933378,0,0,7.5546448087,3272
0,OTHER,elementary,Corporate,48957,0,1,0,1.8952508961,38.017643536,0.4234972678,0,0,13.472438057,3273
0,OTHER,beginner,Corporate,58491,0,1,0,25.541241039,33.586061831,0.4107193652,0,0,9.6819522419,3278
0,OTHER,elementary,Corporate,41529,0,1,2,0.6605510753,31.742465753,0.4602739726,1,1,1.9150684932,3279
0,OTHER,elementary,Corporate,41529,0,1,2,0.6605510753,31.742465753,0.4602739726,1,1,1.9150684932,3280
0,2NDFL,beginner,,,0,1,,,34.863013699,5.8821917808,,,10.260273973,3281
0,OTHER,elementary,,115000,0,0,,,29.546313347,0.1452054795,,,8.7616438356,3283
0,2NDFL,elementary,,21276,0,0,,,29.387551463,10.073972603,,,4.6082191781,3290
0,OTHER,elementary,Corporate,67708,0,1,1,-0.136984767,35.043835616,0.5123287671,1,1,9.3625421064,3291
0,2NDFL,elementary,,115046,0,0,,,40.657534247,0.3753424658,,,4.0547945205,3301
0,OTHER,advanced,Corporate,29861,0,1,0,,36.848873419,1.1118871173,,,10.555722734,3302
0,2NDFL,advanced,,,0,1,0,0.8635976703,46.722119919,4.5385582753,0,0,1.6974623849,3304
0,OTHER,elementary,Corporate,152493,0,1,0,0.6340277778,34.4,8.1397260274,0,0,5.3479452055,3306
0,OTHER,elementary,Corporate,100049,0,1,0,1.0497983871,27.715622427,0.3169398907,0,0,6.9265813309,3308
0,OTHER,elementary,VIP,506405,0,1,1,0.8907706093,39.643835616,2.2191780822,0,0,10.4,3310
0,OTHER,advanced,Corporate,23182,0,1,1,1.276702509,30.200074856,1.5589789655,1,1,10.090485815,3316
0,OTHER,elementary,Corporate,41945,0,1,2,0.5402553763,31.236492252,6.3515607456,0,0,4.9269032113,3323
0,OTHER,elementary,Corporate,41945,0,1,2,0.5402553763,31.236492252,6.3515607456,0,0,4.9269032113,3324
0,OTHER,elementary,Corporate,27810,0,1,0,0.6340949821,25.764383562,5.701369863,0,0,5.5698630137,3326
0,2NDFL,advanced,,12397,0,0,,,38.334246575,1.8082191781,,,6.2684931507,3328
0,OTHER,elementary,Corporate,40469,0,1,1,0.2482526882,30.77260274,3.6794520548,1,1,7.3753424658,3333
0,OTHER,elementary,Corporate,88083,0,1,2,0.5755824373,32.52264391,2.9856576091,0,0,10.574698705,3342
0,OTHER,beginner,Corporate,106662,0,1,0,13.631832437,29.315944307,1.1734785538,,,7.9153005464,3356
0,OTHER,elementary,Corporate,277718,0,1,0,0.4739023297,30.246575342,0.4849315068,1,1,10.002739726,3360
0,OTHER,elementary,Corporate,28256,0,1,0,10.340748208,50.326581331,1.132060783,0,0,5.2991840707,3370
0,2NDFL,elementary,,160230,0,0,1,1.05625,40.134246575,12.815689797,1,1,10.791780822,3372
0,OTHER,elementary,Corporate,93201,0,1,0,0.6974462366,37.60329366,7.636170372,0,0,8.3442622951,3378
0,OTHER,elementary,VIP,170779,0,1,1,1.0851926523,33.187019987,5.737704918,0,0,9.334965192,3379
0,2NDFL,elementary,,71943,0,0,0,28.572199821,47.767684707,10.962205255,0,0,2.6827532001,3384
0,2NDFL,elementary,,26100,0,0,0,,27.220750056,1.5549966315,0,0,6.607051426,3385
0,2NDFL,elementary,,155018,0,0,1,0.5093862007,27.02739726,0.8264989894,1,1,7.0164383562,3394
0,2NDFL,elementary,,86776,0,0,1,0.3082213262,27.140601841,1.4447114305,0,0,6.992656636,3407
0,2NDFL,elementary,,71627,0,0,1,0.2751120072,27.8,0.9402051052,0,1,7.7178082192,3411
0,OTHER,beginner,Corporate,75268,0,1,,,53.114963695,2.4383561644,,,7.9835616438,3421
0,2NDFL,advanced,,11299,0,0,0,,36.533595329,2.2103076578,0,0,10.939074781,3426
0,OTHER,elementary,,80000,0,0,1,0.7233198925,38.279010405,6.0598323228,1,1,11.43715847,3429
0,OTHER,elementary,,35000,0,0,0,3.2822804659,28.432232952,2.9883973351,0,0,1.9883973351,3430
0,OTHER,elementary,Corporate,82786,0,1,,,40.776944382,6.0931506849,,,1.4273972603,3431
0,OTHER,elementary,Corporate,149886,0,1,0,0.4973566308,37.408937795,3.7075679317,0,1,12.117486339,3434
0,OTHER,advanced,Corporate,22330,0,1,1,1.0459005376,29.000314395,0.7380193128,0,0,8.8910247773,3442
0,OTHER,elementary,Corporate,69600,0,1,0,,25.175447264,2.2657534247,0,0,5.0907478105,3443
0,OTHER,elementary,Corporate,43061,0,1,,,42.065753425,2.9095890411,,,4.2410958904,3445
0,OTHER,elementary,,300000,0,0,,,37.015270604,2.0125308781,,,1.9960925219,3448
0,OTHER,elementary,,65000,0,0,,,41.050250767,0.3917808219,,,10.509589041,3454
0,OTHER,elementary,Corporate,54880,0,1,0,5.3144041219,32.106557377,0.6234897822,0,0,7.2919829329,3460
0,OTHER,elementary,,21000,0,0,0,,33.565259376,7.1844374579,0,0,10.354300472,3461
0,2NDFL,elementary,,50388,0,0,0,8.4371415771,29.474526536,2.6937046186,0,0,5.8663073583,3464
0,2NDFL,elementary,,29524,0,0,0,0.7970430108,36.386054345,4.7833146194,1,1,10.432629688,3465
0,OTHER,elementary,Corporate,37030,0,1,1,0.310483871,27.767123288,4.0630136986,0,0,7.7287671233,3466
0,OTHER,elementary,Corporate,37030,0,1,1,0.310483871,27.767123288,4.0630136986,0,0,7.7287671233,3467
0,2NDFL,elementary,,20321,0,0,,,53.188958754,24.912328767,,,7.901369863,3468
0,2NDFL,elementary,,24174,0,0,0,4.1213485663,43.734246575,20.445669586,0,0,9.5808219178,3474
0,OTHER,elementary,VIP,240366,0,1,,,38.56251965,4.6557377049,,,8.9899169099,3480
0,OTHER,high,,38000,0,0,0,0.3133960573,25.047031963,0.3421139307,0,0,4.9732614717,3482
0,OTHER,elementary,Corporate,80500,0,1,1,0.2823924731,31.778082192,9.1289991766,1,1,0.5770866083,3487
0,OTHER,elementary,VIP,677045,0,1,1,0.7219086022,40.098360656,7.3841155775,0,0,7.4553484542,3492
0,OTHER,elementary,,40000,0,0,0,13.626456093,26.304663523,1.5512388652,0,0,6.0909648926,3493
0,2NDFL,elementary,,38054,0,0,2,0.6653449821,39.978142077,11.581967213,0,0,8.043715847,3495
0,2NDFL,elementary,,33400,0,0,,,33.322119919,0.325136612,,,9.601571974,3499
0,2NDFL,elementary,,81334,0,0,3,0.3081541219,36.713114754,2.3623624523,1,1,4.3114754098,3500
0,OTHER,elementary,Corporate,102715,0,0,1,-0.561536738,25.909589041,0.5780821918,1,3,5.2014746613,3505
0,OTHER,advanced,,45000,0,0,0,1.5034722222,35.328767123,1.6712328767,0,0,0.8800958156,3513
0,OTHER,elementary,,40000,0,0,0,7.3721774194,43.969863014,7.8575342466,0,0,11.84109589,3523
0,OTHER,elementary,,109733,0,1,0,45.698767921,29.378643611,2.797260274,1,1,7.0383561644,3526
0,OTHER,advanced,Corporate,27514,0,1,,,46.969863014,0.6431469421,,,1.9205479452,3531
0,OTHER,advanced,Corporate,38019,0,1,1,0.8882392473,55.909836066,8.2650273224,0,0,10.713204581,3532
0,OTHER,advanced,Corporate,49170,0,1,3,0.4094982079,34.684931507,2.4465753425,0,0,11.260273973,3537
0,OTHER,elementary,Corporate,107652,0,1,,,34.331506849,6.295890411,,,6.7890410959,3540
0,OTHER,elementary,,100000,0,0,0,0.8530689964,34.578082192,0.9596077551,,,0.5224492851,3543
0,OTHER,elementary,,80000,0,0,0,7.6614471326,49.028594955,3.8961748634,0,0,3.7896174863,3559
0,OTHER,elementary,,120000,0,0,2,0.6918234767,35.898690022,1.8575941313,1,1,10.167183172,3568
0,2NDFL,elementary,,13983,0,0,0,,42.397260274,0.3614192679,,,10.526027397,3571
0,OTHER,elementary,Corporate,125541,0,1,,,28.501369863,0.3534246575,,,1.2428924321,3572
0,2NDFL,elementary,,22753,0,0,,,37.873972603,19.778082192,,,12.320547945,3584
0,2NDFL,elementary,,55599,0,0,4,-0.946102151,32.580821918,11.460273973,1,1,8.3863013699,3585
0,2NDFL,elementary,,194945,0,0,0,0.7279345878,38.907567932,6.737704918,0,0,7.5459240961,3588
0,OTHER,elementary,,50000,0,0,0,0.9913978495,48.473530953,1.7475035557,0,0,3.4262295082,3597
0,OTHER,elementary,Corporate,25000,0,0,,,36.454352871,6.2899693091,,,9.5173665694,3598
0,OTHER,advanced,Corporate,16252,0,1,0,15.116039427,52.894520548,1.2369863014,0,0,7.5819672131,3605
0,OTHER,elementary,,72000,0,0,1,0.3365143369,45.506849315,0.9678044764,0,0,0.4240886294,3608
0,OTHER,elementary,Corporate,253357,0,1,0,35.282258065,45.699184071,4.6693989071,0,0,0.5163934426,3610
0,2NDFL,elementary,,,0,1,0,0.4653897849,31.396174863,3.5683060109,0,0,10.155146343,3623
0,OTHER,elementary,,370000,0,0,2,0.5976030466,40.735818549,0.2739726027,0,0,5.7287671233,3626
0,OTHER,elementary,Corporate,109248,0,1,2,0.3068772401,42.131506849,12.038356164,0,0,8.5575417322,3629
0,OTHER,elementary,Corporate,38698,0,1,0,44.661581541,38.715944307,5.2666292387,0,0,10.463889513,3638
0,2NDFL,elementary,,52200,0,0,,,31.030136986,2.1095890411,,,0.9772962048,3641
0,2NDFL,advanced,,11065,0,0,0,,47.581967213,3.3438356164,0,0,2.4643835616,3650
0,OTHER,elementary,Corporate,65463,0,1,2,0.3118055556,30.630136986,6.7178082192,1,1,9.5369863014,3651
0,OTHER,elementary,Corporate,65463,0,1,2,0.3118055556,30.630136986,6.7178082192,1,1,9.5369863014,3653
0,OTHER,elementary,,31035,0,0,,,26.82695561,1.3283254735,,,0.780380268,3661
0,OTHER,elementary,VIP,186251,0,1,0,0.2171818996,39.178082192,8.0109589041,1,1,7.5178082192,3667
0,OTHER,elementary,,25000,0,0,,,37.195074482,1.0498690022,,,0.087431694,3675
0,OTHER,elementary,,190000,0,0,0,1.1459677419,50.566112733,11.617486339,0,0,5.2510442398,3683
0,OTHER,elementary,,190000,0,0,0,1.1459677419,50.566112733,11.617486339,0,0,5.2510442398,3684
0,OTHER,beginner,Corporate,190846,0,1,1,0.9936827957,33.449449809,1.3920727599,1,1,6.3616438356,3693
0,2NDFL,elementary,,16969,0,0,0,,26.272265888,2.8996631484,1,1,5.8914439704,3697
0,OTHER,high,,30000,0,0,0,0.8579077061,27.731506849,1.8575342466,0,0,7.3506849315,3702
0,2NDFL,beginner,,125688,0,0,0,,37.102402874,3.2640467101,0,0,11.863387978,3703
0,2NDFL,beginner,,107880,0,0,,,41.624657534,4.8836814133,,,3.4739726027,3704
0,OTHER,elementary,Corporate,98420,0,1,2,0.6372759857,53.144194925,1.5359757467,0,0,7.6584699454,3710
0,2NDFL,elementary,,72144,0,0,,,31.019178082,6.8657534247,,,9.9780821918,3712
0,OTHER,beginner,VIP,180000,0,0,0,0.2508512545,34.171060708,3.7786885246,0,0,9.7053072835,3717
0,OTHER,elementary,,30000,0,0,,,39.302575043,1.6450407965,,,9.3244928513,3720
0,OTHER,beginner,Corporate,48775,0,1,1,0.726187276,40.494879856,2.0400853357,0,0,11.0784415,3725
0,OTHER,elementary,Corporate,33676,0,1,0,,37.477910023,0.861471667,0,0,9.3874990643,3729
0,2NDFL,advanced,,13291,0,0,1,3.7548163082,27.02739726,3.6876712329,0,0,6.5452054795,3730
0,OTHER,advanced,Corporate,43915,0,1,1,0.4047939068,37.39765701,0.504109589,1,1,6.898630137,3732
0,2NDFL,elementary,,,0,1,,,27.057534247,1.498630137,,,6.6849315068,3733
0,OTHER,advanced,Corporate,40000,0,0,1,0.6621639785,35.447945205,0.5465753425,1,1,4.193989071,3746
0,OTHER,elementary,Corporate,49393,0,1,,,29.857534247,0.7279437084,,,0.8044464406,3756
0,OTHER,elementary,Corporate,100000,0,0,0,21.702710573,41.424769818,0.7936222771,1,1,3.4328767123,3758
0,2NDFL,elementary,,57157,0,0,,,29.879452055,6.6136986301,,,2.2739726027,3764
0,OTHER,advanced,Corporate,30725,0,1,,,34.830136986,9.4273972603,,,11.115068493,3765
0,OTHER,advanced,Corporate,46205,0,1,,,36.691608653,1.7902387903,,,8.9080470095,3766
0,2NDFL,beginner,,115467,0,0,,,48.597260274,2.8054794521,,,3.5232876712,3769
0,2NDFL,elementary,,24712,0,0,,,26.076712329,5.3099109215,,,2.8575342466,3772
0,OTHER,elementary,Corporate,51000,0,0,1,0.4391801075,27.375424807,2.7699453552,0,0,4.3196721311,3778
0,2NDFL,elementary,,87000,0,0,1,0.4375896057,30.909589041,0.6429223744,0,0,10.520547945,3785
0,OTHER,advanced,Corporate,42152,0,1,,,38.038356164,16.760835392,,,9.9150684932,3788
0,OTHER,elementary,Corporate,53548,0,1,,,48.722157347,1.3095890411,,,3.6821917808,3789
0,OTHER,advanced,,55000,0,0,0,8.0519041219,30.380821918,4.3116400928,0,0,8.9509843551,3792
0,OTHER,elementary,Corporate,154630,0,1,1,0.2724014337,29.484931507,0.6615165806,0,0,7.4136986301,3804
0,OTHER,elementary,Corporate,117817,0,1,0,0.9290546595,32.849891459,0.2542630436,0,0,8.9865034808,3809
0,OTHER,elementary,Corporate,35504,0,1,,,28.598360656,2.2092521895,,,8.0928961749,3812
0,2NDFL,beginner,,,0,1,,,26.84109589,5.4602739726,,,6.7643835616,3813
0,OTHER,advanced,Corporate,21000,0,1,0,,49.795239165,0.5901639344,0,0,4.693989071,3814
0,OTHER,advanced,Corporate,62707,0,1,1,0.4443100358,48.742024104,8.9146268433,0,0,3.5846994536,3817
0,OTHER,advanced,Corporate,62707,0,1,1,0.4443100358,48.742024104,8.9146268433,0,0,3.5846994536,3818
0,OTHER,elementary,Corporate,25652,0,1,0,,29.055513137,0.8198966989,0,0,7.6171569728,3827
0,OTHER,elementary,Corporate,36235,0,1,0,,27.317808219,4.53310128,,,6.9726027397,3830
0,OTHER,high,,35000,0,0,,,33.138715473,1.6044688974,,,1.7222771166,3831
0,OTHER,elementary,Corporate,109567,0,1,0,0.702016129,32.784998877,2.1287671233,0,0,11.232876712,3834
0,OTHER,elementary,,70000,0,0,0,0.4717517921,44.693989071,6.6608279063,0,0,8.762295082,3836
0,2NDFL,elementary,,301588,0,0,0,4.2173835125,34.981540534,3.9153005464,0,0,11.247293959,3840
0,OTHER,elementary,Corporate,185445,0,0,,,43.37260274,11.024657534,,,10.767123288,3845
0,OTHER,advanced,Corporate,46537,0,1,1,0.5383512545,28.893442623,2.2658357662,0,1,7.4576165881,3847
0,OTHER,elementary,Corporate,102569,0,1,0,23.856182796,31.087229583,2.1365446515,0,0,8.4132569803,3848
0,OTHER,elementary,Corporate,58073,0,1,1,0.6054435484,28.976772213,5.4139306834,1,1,8.9521820496,3851
0,OTHER,elementary,Corporate,58073,0,1,1,0.6054435484,28.976772213,5.4139306834,1,1,8.9521820496,3852
0,OTHER,elementary,Corporate,55188,0,1,0,0.4062724014,28.906407665,1.3283254735,0,0,8.8269556104,3861
0,OTHER,elementary,Corporate,75775,0,1,,,36.273388727,0.3307657759,,,10.983561644,3875
0,OTHER,advanced,Corporate,37090,0,1,1,1.1875448029,49.543498765,1.8750056142,0,0,2.2667864361,3878
0,OTHER,elementary,,90000,0,0,1,0.9924507168,48.719425107,8.6128677296,0,0,3.397260274,3881
0,OTHER,elementary,Corporate,69165,0,1,0,47.703315412,45.610958904,0.1722958305,0,0,0.519290366,3883
0,OTHER,elementary,,70000,0,0,0,6.6947356631,46.03069092,4.5491803279,0,0,1.0169922898,3887
0,OTHER,elementary,Corporate,61988,0,1,1,0.6259408602,26.660333857,4.2295081967,0,0,6.4712927614,3888
0,2NDFL,advanced,,49159,0,0,,,31.117808219,1.2499064301,,,8.8154802006,3893
0,OTHER,beginner,VIP,229238,0,1,0,0.9614023297,36.046575342,1.5753424658,0,0,10.002739726,3896
0,OTHER,elementary,Corporate,37728,0,1,0,-0.587163978,28.284931507,0.1232876712,1,1,1.2670409462,3899
0,OTHER,elementary,Corporate,38084,0,1,,,28.090410959,0.4596002695,,,8.0657534247,3903
0,OTHER,high,Corporate,64793,0,1,0,,47.079452055,2.9068493151,2,2,1.9287671233,3905
